9.775700934579438695e+01,5.782608695652174191e+01,9.327102803738317505e+01,6.956521739130434412e+01
9.813664596273291352e+01,5.652173913043478137e+01,9.482401656314699778e+01,7.246376811594203105e+01
9.682242990654205528e+01,6.391304347826086740e+01,9.439252336448598157e+01,7.521739130434782794e+01
9.812030075187969658e+01,5.000000000000000000e+01,9.548872180451127178e+01,7.938596491228069851e+01
9.814814814814815236e+01,4.880382775119617378e+01,9.567901234567901270e+01,6.746411483253588415e+01
9.962616822429906449e+01,4.869565217391304657e+01,8.336448598130840537e+01,5.652173913043478137e+01
9.925233644859812898e+01,6.695652173913043725e+01,9.570093457943924875e+01,7.869565217391304657e+01
9.028037383177570518e+01,5.565217391304347672e+01,8.242990654205607370e+01,6.913043478260870245e+01
9.925233644859812898e+01,5.043478260869564878e+01,9.271028037383177889e+01,7.478260869565217206e+01
9.942418426103647278e+01,5.267857142857143060e+01,9.021113243761996614e+01,6.919642857142856940e+01
9.793233082706767334e+01,5.438596491228069851e+01,8.740601503759398838e+01,6.798245614035087669e+01
9.794392523364486181e+01,5.913043478260869534e+01,9.271028037383177889e+01,7.478260869565217206e+01
9.981308411214953935e+01,5.782608695652174191e+01,9.869158878504673282e+01,7.652173913043478137e+01
9.775700934579438695e+01,4.434782608695652328e+01,9.663551401869159463e+01,6.652173913043478137e+01
9.794392523364486181e+01,6.739130434782609314e+01,9.887850467289719347e+01,9.304347826086956275e+01
9.793233082706767334e+01,5.657894736842105488e+01,9.849624060150375726e+01,8.640350877192982182e+01
9.925233644859812898e+01,6.608695652173912549e+01,9.663551401869159463e+01,8.782608695652173481e+01
9.318181818181818699e+01,4.669603524229074765e+01,7.367424242424242209e+01,5.550660792951541822e+01
8.806584362139918198e+01,5.023923444976076524e+01,7.304526748971193228e+01,6.794258373205741464e+01
9.800000000000000000e+01,5.581395348837209269e+01,8.979999999999999716e+01,7.069767441860464885e+01
7.951127819548872822e+01,4.824561403508771917e+01,7.218045112781955197e+01,5.745614035087719174e+01
9.981308411214953935e+01,8.086956521739129755e+01,9.962616822429906449e+01,9.608695652173912549e+01
9.682242990654205528e+01,6.260869565217391397e+01,9.719626168224299079e+01,7.869565217391304657e+01
9.924812030075187863e+01,5.307017543859649322e+01,9.135338345864661846e+01,7.017543859649123306e+01
9.906542056074766833e+01,5.913043478260869534e+01,9.906542056074766833e+01,8.434782608695651618e+01
9.981203007518797676e+01,6.710526315789473983e+01,9.943609022556391608e+01,8.859649122807017818e+01
9.887850467289719347e+01,6.347826086956521863e+01,1.000000000000000000e+02,9.434782608695651618e+01
1.000000000000000000e+02,5.782608695652174191e+01,9.757009345794392630e+01,7.956521739130434412e+01
9.962406015037593932e+01,5.614035087719297934e+01,9.266917293233082376e+01,6.710526315789473983e+01
