1.000000000000000000e+02,5.565217391304347672e+01,9.887850467289719347e+01,7.391304347826087451e+01
1.000000000000000000e+02,5.797101449275362484e+01,1.000000000000000000e+02,7.729468599033816645e+01
9.981308411214953935e+01,6.217391304347825809e+01,9.158878504672897236e+01,7.869565217391304657e+01
1.000000000000000000e+02,5.394736842105263008e+01,9.774436090225563589e+01,7.543859649122806843e+01
9.855967078189300423e+01,5.502392344497607723e+01,9.855967078189300423e+01,6.507177033492823170e+01
9.981308411214953935e+01,5.217391304347825809e+01,8.766355140186915662e+01,6.217391304347825809e+01
1.000000000000000000e+02,6.391304347826086740e+01,9.850467289719625796e+01,7.652173913043478137e+01
9.196261682242990787e+01,5.782608695652174191e+01,8.803738317757009213e+01,6.826086956521739069e+01
9.981308411214953935e+01,5.260869565217391397e+01,9.700934579439253014e+01,7.434782608695651618e+01
9.923224568138195423e+01,5.223214285714285410e+01,9.692898272552783112e+01,6.964285714285713880e+01
9.868421052631579471e+01,5.438596491228069851e+01,9.342105263157894512e+01,6.885964912280701355e+01
1.000000000000000000e+02,6.478260869565217206e+01,9.925233644859812898e+01,7.434782608695651618e+01
1.000000000000000000e+02,6.043478260869564878e+01,9.906542056074766833e+01,7.782608695652173481e+01
1.000000000000000000e+02,5.260869565217391397e+01,9.757009345794392630e+01,7.391304347826087451e+01
9.663551401869159463e+01,6.304347826086956275e+01,1.000000000000000000e+02,9.478260869565217206e+01
9.624060150375939315e+01,5.745614035087719174e+01,1.000000000000000000e+02,8.903508771929824661e+01
1.000000000000000000e+02,6.521739130434782794e+01,9.869158878504673282e+01,8.608695652173912549e+01
9.128787878787878185e+01,4.052863436123347896e+01,7.878787878787878185e+01,4.889867841409691351e+01
8.765432098765431590e+01,5.167464114832535671e+01,8.971193415637860369e+01,6.746411483253588415e+01
1.000000000000000000e+02,5.069767441860464885e+01,9.559999999999999432e+01,7.302325581395348308e+01
8.007518796992481214e+01,5.043859649122806843e+01,8.157894736842105488e+01,5.877192982456140413e+01
1.000000000000000000e+02,7.260869565217390686e+01,1.000000000000000000e+02,9.173913043478260931e+01
1.000000000000000000e+02,5.956521739130435122e+01,9.850467289719625796e+01,8.478260869565217206e+01
9.849624060150375726e+01,5.614035087719297934e+01,9.473684210526316463e+01,6.535087719298245190e+01
1.000000000000000000e+02,6.260869565217391397e+01,1.000000000000000000e+02,8.739130434782609314e+01
1.000000000000000000e+02,6.491228070175438347e+01,9.906015037593985539e+01,8.728070175438595868e+01
9.869158878504673282e+01,6.608695652173912549e+01,1.000000000000000000e+02,9.000000000000000000e+01
1.000000000000000000e+02,6.217391304347825809e+01,1.000000000000000000e+02,8.130434782608695343e+01
9.962406015037593932e+01,5.307017543859649322e+01,9.661654135338345384e+01,6.403508771929824661e+01
